,session_id,order_euros,purchase,paid_campaign,preferential_client,referral,user_agent,paid_campaign_binary,paid_campaign_1,paid_campaign_2,paid_campaign_3,paid_campaign_4,referral_google,referral_instagram,referral_facebook,user_agent_mac,user_agent_windows
32,5555694786,0.0,0.0,0.0,0.0,fuller-miller.com,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/532.10.4 (KHTML, like Gecko) Version/4.0 Safari/532.10.4",0,0,0,0,0,0,0,0,0,1
33,5555694787,150.0,1.0,4.0,0.0,google.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 8_7) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/31.0.852.0 Safari/534.1",1,0,0,0,1,1,0,0,1,0
34,5555694788,0.0,0.0,4.0,0.0,google.com,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/61.0.876.0 Safari/533.0",1,0,0,0,1,1,0,0,0,0
35,5555694789,183.0,1.0,1.0,0.0,brady.info,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.0),1,1,0,0,0,0,0,0,0,1
36,5555694790,136.5,1.0,0.0,0.0,robinson-harrington.com,Mozilla/5.0 (Android 4.2.1; Mobile; rv:62.0) Gecko/62.0 Firefox/62.0,0,0,0,0,0,0,0,0,0,0
37,5555694791,135.5,1.0,2.0,0.0,camacho-white.com,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2018-05-20 19:36:23 Firefox/3.6.10,1,0,1,0,0,0,0,0,0,0
38,5555694792,0.0,0.0,0.0,0.0,pitts.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 5_9) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/50.0.801.0 Safari/536.1",0,0,0,0,0,0,0,0,1,0
39,5555694793,0.0,0.0,2.0,0.0,facebook.com,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/531.38.1 (KHTML, like Gecko) Version/4.1 Safari/531.38.1",1,0,1,0,0,0,0,1,0,1
40,5555694794,0.0,0.0,1.0,0.0,facebook.com,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/4.0),1,1,0,0,0,0,0,1,0,1
41,5555694795,0.0,0.0,3.0,0.0,instagram.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/14.0.840.0 Mobile/38P694 Safari/531.0",1,0,0,1,0,0,1,0,1,0
42,5555694796,0.0,0.0,3.0,0.0,morales.com,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.36.6 (KHTML, like Gecko) Version/5.1 Safari/532.36.6",1,0,0,1,0,0,0,0,0,1
43,5555694797,0.0,0.0,1.0,0.0,johnson-bradley.info,Mozilla/5.0 (Windows NT 5.01; tr-TR; rv:1.9.2.20) Gecko/2011-12-21 07:31:03 Firefox/9.0,1,1,0,0,0,0,0,0,0,1
44,5555694798,215.0,1.0,2.0,0.0,google.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/16.1t0904.0 Mobile/36Z098 Safari/534.2",1,0,1,0,0,1,0,0,1,0
45,5555694799,0.0,0.0,2.0,0.0,morris.org,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/22.0.828.0 Mobile/37U255 Safari/532.1",1,0,1,0,0,0,0,0,1,0
46,5555694800,0.0,0.0,3.0,0.0,willis.com,Opera/8.13.(Windows 98; nn-NO) Presto/2.9.185 Version/11.00,1,0,0,1,0,0,0,0,0,1
47,5555694801,0.0,0.0,0.0,0.0,johnson-johnson.com,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; yo-NG) AppleWebKit/534.23.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6534.23.4",0,0,0,0,0,0,0,0,1,0
48,5555694802,0.0,0.0,1.0,0.0,instagram.com,"Mozilla/5.0 (Windows 98) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/24.0.890.0 Safari/531.1",1,1,0,0,0,0,1,0,0,1
49,5555694803,129.5,1.0,3.0,0.0,baker.net,Opera/9.33.(X11; Linux x86_64; sq-ML) Presto/2.9.190 Version/12.00,1,0,0,1,0,0,0,0,0,0
50,5555694804,0.0,0.0,0.0,0.0,harmon.com,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 6_9) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/25.0.806.0 Safari/531.1",0,0,0,0,0,0,0,0,1,0
51,5555694805,0.0,0.0,1.0,0.0,white-henderson.com,Opera/8.76.(X11; Linux x86_64; et-EE) Presto/2.9.170 Version/12.00,1,1,0,0,0,0,0,0,0,0
52,5555694806,268.5,1.0,2.0,1.0,google.com,"Mozilla/5.0 (Linux; Android 7.1) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/27.0.821.0 Safari/533.0",1,0,1,0,0,1,0,0,0,0
53,5555694807,0.0,0.0,0.0,0.0,perry-valdez.org,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 7_1; rv:1.9.5.20) Gecko/2014-07-31 15:20:26 Firefox/3.8,0,0,0,0,0,0,0,0,1,0
54,5555694808,0.0,0.0,0.0,0.0,instagram.com,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 12_9 rv:3.0; ha-NG) AppleWebKit/531.46.7 (KHTML, like Gecko) Version/4.0.3 Safari/531.46.7",0,0,0,0,0,0,1,0,1,0
55,5555694809,0.0,0.0,2.0,0.0,williams-barrett.com,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/3.1),1,0,1,0,0,0,0,0,0,1
56,5555694810,0.0,0.0,3.0,0.0,facebook.com,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/5.1),1,0,0,1,0,0,0,1,0,1
57,5555694811,0.0,0.0,4.0,0.0,baker.com,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/5.1),1,0,0,0,1,0,0,0,0,1
58,5555694812,150.0,1.0,0.0,0.0,google.com,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; as-IN) AppleWebKit/535.20.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6535.20.6",0,0,0,0,0,1,0,0,1,0
59,5555694813,0.0,0.0,1.0,0.0,instagram.com,Opera/9.34.(Windows NT 5.0; csb-PL) Presto/2.9.164 Version/12.00,1,1,0,0,0,0,1,0,0,1
60,5555694814,134.0,1.0,2.0,1.0,facebook.com,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2021-02-09 21:23:26 Firefox/9.0,1,0,1,0,0,0,0,1,0,0
61,5555694815,0.0,0.0,3.0,0.0,google.com,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/26.0.862.0 Safari/531.0",1,0,0,1,0,1,0,0,0,1
62,5555694816,250.0,1.0,1.0,0.0,google.com,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 6_5 rv:2.0; pa-IN) AppleWebKit/533.26.7 (KHTML, like Gecko) Version/5.0.2 Safari/533.26.7",1,1,0,0,0,1,0,0,1,0
63,5555694817,0.0,0.0,2.0,0.0,miller.biz,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/12.1l2090.0 Mobile/99R141 Safari/535.2",1,0,1,0,0,0,0,0,1,0
64,5555694818,150.0,1.0,0.0,0.0,google.com,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 5_2) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/21.0.875.0 Safari/533.1",0,0,0,0,0,1,0,0,1,0
65,5555694819,150.0,1.0,1.0,0.0,google.com,Mozilla/5.0 (Windows NT 6.0; si-LK; rv:1.9.0.20) Gecko/2011-09-09 02:49:19 Firefox/3.6.20,1,1,0,0,0,1,0,0,0,1
66,5555694820,0.0,0.0,4.0,0.0,anderson-jackson.org,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.1),1,0,0,0,1,0,0,0,0,1
67,5555694821,0.0,0.0,4.0,1.0,instagram.com,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.1),1,0,0,0,1,0,1,0,0,1
68,5555694822,158.5,1.0,2.0,1.0,ellis-farmer.com,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/4.1),1,0,1,0,0,0,0,0,0,1
69,5555694823,0.0,0.0,4.0,0.0,facebook.com,"Mozilla/5.0 (Linux; Android 2.2.3) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/21.0.838.0 Safari/534.1",1,0,0,0,1,0,0,1,0,0
70,5555694824,120.5,1.0,0.0,0.0,google.com,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.0),0,0,0,0,0,1,0,0,0,1
71,5555694825,0.0,0.0,3.0,0.0,google.com,Mozilla/5.0 (Windows 98; lzh-TW; rv:1.9.0.20) Gecko/2020-07-12 07:07:13 Firefox/3.8,1,0,0,1,0,1,0,0,0,1
72,5555694826,0.0,0.0,3.0,0.0,instagram.com,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/39.0.876.0 Safari/536.0",1,0,0,1,0,0,1,0,0,1
73,5555694827,0.0,0.0,0.0,0.0,levy.biz,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/61.0.836.0 Mobile/97T947 Safari/535.1",0,0,0,0,0,0,0,0,1,0
74,5555694828,132.0,1.0,0.0,0.0,andrade.info,Opera/8.43.(X11; Linux i686; te-IN) Presto/2.9.180 Version/10.00,0,0,0,0,0,0,0,0,0,0
75,5555694829,0.0,0.0,1.0,0.0,johnson.net,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/5.0),1,1,0,0,0,0,0,0,0,1
76,5555694830,113.5,1.0,4.0,1.0,taylor.com,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/56.0.887.0 Mobile/58N485 Safari/534.2",1,0,0,0,1,0,0,0,1,0
77,5555694831,0.0,0.0,4.0,0.0,kane.net,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 12_4 rv:5.0; ast-ES) AppleWebKit/535.45.6 (KHTML, like Gecko) Version/4.1 Safari/535.45.6",1,0,0,0,1,0,0,0,1,0
78,5555694832,0.0,0.0,0.0,0.0,google.com,Opera/8.95.(Windows 98; Win 9x 4.90; lb-LU) Presto/2.9.182 Version/10.00,0,0,0,0,0,1,0,0,0,1
79,5555694833,0.0,0.0,4.0,0.0,facebook.com,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2012-12-01 16:19:14 Firefox/6.0,1,0,0,0,1,0,0,1,0,0
80,5555694834,0.0,0.0,0.0,0.0,gray.com,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 9_9) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/32.0.890.0 Safari/536.2",0,0,0,0,0,0,0,0,1,0
81,5555694835,0.0,0.0,4.0,0.0,edwards.com,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/535.6.1 (KHTML, like Gecko) Version/5.1 Safari/535.6.1",1,0,0,0,1,0,0,0,0,1
82,5555694836,0.0,0.0,4.0,0.0,facebook.com,"Mozilla/5.0 (Linux; Android 1.1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/28.0.885.0 Safari/536.2",1,0,0,0,1,0,0,1,0,0
83,5555694837,0.0,0.0,0.0,1.0,instagram.com,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/36.0.808.0 Safari/535.2",0,0,0,0,0,0,1,0,0,0
84,5555694838,0.0,0.0,3.0,0.0,facebook.com,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 12_7 rv:2.0; sid-ET) AppleWebKit/533.39.4 (KHTML, like Gecko) Version/5.0.1 Safari/533.39.4",1,0,0,1,0,0,0,1,1,0
85,5555694839,0.0,0.0,0.0,0.0,mcdowell.com,Mozilla/5.0 (Android 2.2.3; Mobile; rv:51.0) Gecko/51.0 Firefox/51.0,0,0,0,0,0,0,0,0,0,0
86,5555694840,320.0,1.0,1.0,0.0,google.com,Mozilla/5.0 (Android 5.0; Mobile; rv:36.0) Gecko/36.0 Firefox/36.0,1,1,0,0,0,1,0,0,0,0
87,5555694841,0.0,0.0,0.0,0.0,deleon.com,"Mozilla/5.0 (Windows 95) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/61.0.840.0 Safari/533.0",0,0,0,0,0,0,0,0,0,1
88,5555694842,150.0,1.0,1.0,0.0,google.com,Mozilla/5.0 (Windows NT 5.0; ml-IN; rv:1.9.1.20) Gecko/2012-03-20 17:50:26 Firefox/3.6.2,1,1,0,0,0,1,0,0,0,1
89,5555694843,0.0,0.0,0.0,0.0,facebook.com,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; be-BY) AppleWebKit/532.12.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6532.12.1",0,0,0,0,0,0,0,1,1,0
90,5555694844,170.0,1.0,0.0,0.0,google.com,"Mozilla/5.0 (Linux; Android 2.3.1) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/50.0.863.0 Safari/533.0",0,0,0,0,0,1,0,0,0,0
91,5555694845,134.5,1.0,3.0,0.0,instagram.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/63.0.833.0 Mobile/22P449 Safari/533.2",1,0,0,1,0,0,1,0,1,0
92,5555694846,0.0,0.0,3.0,0.0,instagram.com,Mozilla/5.0 (Android 5.0.2; Mobile; rv:62.0) Gecko/62.0 Firefox/62.0,1,0,0,1,0,0,1,0,0,0
93,5555694847,0.0,0.0,1.0,0.0,hopkins.com,"Mozilla/5.0 (Linux; Android 4.0.1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/63.0.860.0 Safari/534.0",1,1,0,0,0,0,0,0,0,0
94,5555694848,0.0,0.0,2.0,0.0,instagram.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10 8_2; rv:1.9.4.20) Gecko/2011-05-31 23:40:38 Firefox/3.8,1,0,1,0,0,0,1,0,1,0
95,5555694849,0.0,0.0,0.0,0.0,robles.com,"Mozilla/5.0 (Linux; Android 4.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/18.0.841.0 Safari/534.1",0,0,0,0,0,0,0,0,0,0
96,5555694850,0.0,0.0,2.0,0.0,walsh.com,Opera/8.29.(Windows NT 5.0; se-NO) Presto/2.9.186 Version/11.00,1,0,1,0,0,0,0,0,0,1
97,5555694851,129.0,1.0,4.0,0.0,gonzalez-horne.net,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 7_4; rv:1.9.6.20) Gecko/2014-12-22 11:01:09 Firefox/5.0,1,0,0,0,1,0,0,0,1,0
98,5555694852,0.0,0.0,0.0,0.0,instagram.com,Opera/9.92.(Windows 95; nhn-MX) Presto/2.9.178 Version/11.00,0,0,0,0,0,0,1,0,0,1
99,5555694853,0.0,0.0,0.0,0.0,gonzalez.biz,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/3.0),0,0,0,0,0,0,0,0,0,1
100,5555694854,0.0,0.0,1.0,0.0,facebook.com,Opera/9.60.(Windows 95; lij-IT) Presto/2.9.188 Version/12.00,1,1,0,0,0,0,0,1,0,1
101,5555694855,0.0,0.0,0.0,0.0,facebook.com,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 8_3; rv:1.9.2.20) Gecko/2019-05-02 07:55:04 Firefox/13.0,0,0,0,0,0,0,0,1,1,0
102,5555694856,0.0,0.0,3.0,0.0,instagram.com,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.42.6 (KHTML, like Gecko) Version/4.1 Safari/532.42.6",1,0,0,1,0,0,1,0,0,1
103,5555694857,226.0,1.0,1.0,0.0,google.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 5_2 rv:2.0; so-SO) AppleWebKit/535.16.4 (KHTML, like Gecko) Version/4.0.2 Safari/535.16.4",1,1,0,0,0,1,0,0,1,0
104,5555694858,0.0,0.0,0.0,0.0,stewart.biz,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/44.0.808.0 Mobile/70P117 Safari/534.1",0,0,0,0,0,0,0,0,1,0
105,5555694859,0.0,0.0,0.0,0.0,instagram.com,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 10_4 rv:2.0; gez-ER) AppleWebKit/535.20.1 (KHTML, like Gecko) Version/5.0 Safari/535.20.1",0,0,0,0,0,0,1,0,1,0
106,5555694860,0.0,0.0,0.0,0.0,instagram.com,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/16.9q1238.0 Mobile/11C544 Safari/536.0",0,0,0,0,0,0,1,0,1,0
107,5555694861,0.0,0.0,2.0,1.0,walker-young.com,Opera/8.93.(X11; Linux i686; pa-PK) Presto/2.9.176 Version/11.00,1,0,1,0,0,0,0,0,0,0
108,5555694862,150.0,1.0,0.0,0.0,google.com,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 12_5 rv:5.0; unm-US) AppleWebKit/533.4.3 (KHTML, like Gecko) Version/5.0.3 Safari/533.4.3",0,0,0,0,0,1,0,0,1,0
109,5555694863,150.0,1.0,1.0,0.0,google.com,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.1),1,1,0,0,0,1,0,0,0,1
110,5555694864,150.0,1.0,1.0,0.0,hancock-nelson.biz,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; zh-CN) AppleWebKit/535.34.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6535.34.2",1,1,0,0,0,0,0,0,1,0
111,5555694865,118.5,1.0,0.0,0.0,instagram.com,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; bhb-IN) AppleWebKit/533.35.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6533.35.7",0,0,0,0,0,0,1,0,1,0
112,5555694866,165.5,1.0,1.0,0.0,facebook.com,Mozilla/5.0 (Windows NT 6.2; iu-CA; rv:1.9.0.20) Gecko/2021-04-30 09:12:01 Firefox/3.6.18,1,1,0,0,0,0,0,1,0,1
113,5555694867,0.0,0.0,3.0,0.0,nelson-estrada.com,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 11_9 rv:4.0; mag-IN) AppleWebKit/535.43.7 (KHTML, like Gecko) Version/4.0.1 Safari/535.43.7",1,0,0,1,0,0,0,0,1,0
114,5555694868,0.0,0.0,0.0,0.0,allen.com,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/532.39.4 (KHTML, like Gecko) Version/5.1 Safari/532.39.4",0,0,0,0,0,0,0,0,0,1
115,5555694869,0.0,0.0,0.0,0.0,instagram.com,Opera/9.39.(X11; Linux i686; lb-LU) Presto/2.9.164 Version/10.00,0,0,0,0,0,0,1,0,0,0
116,5555694870,0.0,0.0,0.0,0.0,instagram.com,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; it-CH) AppleWebKit/534.8.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6534.8.1",0,0,0,0,0,0,1,0,1,0
117,5555694871,310.5,1.0,0.0,1.0,google.com,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2020-02-14 15:31:42 Firefox/11.0,0,0,0,0,0,1,0,0,0,0
118,5555694872,0.0,0.0,0.0,0.0,facebook.com,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2015-09-29 18:26:59 Firefox/3.6.14,0,0,0,0,0,0,0,1,0,0
